ts,co2,humidity,light_level,pir,temperature,co2_level,line_1_period_in,line_1_period_out,line_1_total_in,line_1_total_out,open_windows_all
2026-01-13 15:50:00,713.0,34.0,3.0,1,20.2,High,0,0,59,58,1
2026-01-13 16:00:00,715.0,34.0,3.0,0,20.1,High,0,0,59,58,1
2026-01-13 16:10:00,718.0,34.0,3.0,1,20.1,High,0,0,59,58,1
2026-01-13 16:20:00,719.0,34.0,3.0,1,20.1,High,0,0,59,58,1
2026-01-13 16:30:00,722.0,34.5,3.0,1,20.1,High,0,0,59,58,1
2026-01-13 16:40:00,727.0,34.5,3.0,0,20.1,High,0,0,59,58,1
2026-01-13 16:50:00,728.0,34.5,3.0,0,20.2,High,0,0,59,58,1
2026-01-13 17:00:00,730.0,34.0,3.0,0,20.9,High,1,0,60,58,1
2026-01-13 17:10:00,733.0,33.5,3.0,0,21.4,High,2,4,62,62,1
2026-01-13 17:20:00,747.0,33.5,3.0,0,21.9,High,3,1,65,63,1
2026-01-13 17:30:00,779.0,33.5,3.0,0,22.3,High,0,0,65,63,1
2026-01-13 17:40:00,841.0,33.5,3.0,0,22.0,High,0,0,65,63,1
2026-01-13 17:50:00,919.0,34.5,3.0,1,21.5,High,0,0,65,63,1
2026-01-13 18:00:00,983.0,35.5,3.0,1,21.3,High,0,0,65,63,1
2026-01-13 18:10:00,1015.0,36.0,3.0,0,21.2,High,0,1,65,64,1
2026-01-13 18:20:00,1048.0,36.5,3.0,0,21.1,High,2,1,67,65,1
2026-01-13 18:30:00,1080.0,36.5,3.0,0,21.3,High,0,0,67,65,1
2026-01-13 18:40:00,1112.0,36.0,3.0,0,21.9,High,0,0,67,65,0
2026-01-13 18:50:00,1120.0,35.5,3.0,0,22.3,High,0,1,67,66,0
2026-01-13 19:00:00,1110.0,35.0,0.0,0,22.1,High,0,0,67,66,1
2026-01-13 19:10:00,1005.0,35.0,0.0,0,21.4,High,0,3,67,69,1
2026-01-13 19:20:00,896.0,34.5,0.0,0,21.0,High,0,0,67,69,1
2026-01-13 19:30:00,792.0,34.5,0.0,0,20.8,High,0,0,67,69,1
2026-01-13 19:40:00,738.0,34.0,0.0,0,20.6,High,0,0,67,69,1
2026-01-13 19:50:00,690.0,34.0,0.0,0,20.5,Medium,0,0,67,69,1
2026-01-13 20:00:00,675.0,33.5,0.0,0,20.4,Medium,0,0,67,69,1
2026-01-13 20:10:00,664.0,33.5,0.0,0,20.3,Medium,0,0,67,69,1
2026-01-13 20:20:00,660.0,33.5,0.0,0,20.2,Medium,0,0,67,69,1
2026-01-13 20:30:00,656.0,33.5,0.0,0,20.2,Medium,0,0,67,69,1
2026-01-13 20:40:00,656.0,33.5,0.0,0,20.1,Medium,0,0,67,69,1
2026-01-13 20:50:00,657.0,33.5,0.0,0,20.1,Medium,0,0,67,69,1
2026-01-13 21:00:00,653.0,33.5,0.0,0,20.1,Medium,0,0,67,69,1
2026-01-13 21:10:00,644.0,33.5,0.0,0,20.0,Medium,0,0,67,69,1
2026-01-13 21:20:00,631.0,33.5,0.0,0,20.0,Medium,0,0,67,69,1
2026-01-13 21:30:00,615.0,33.5,0.0,0,20.0,Medium,0,0,67,69,1
2026-01-13 21:40:00,603.0,33.5,0.0,0,19.9,Medium,0,0,67,69,1
2026-01-13 21:50:00,594.0,34.0,0.0,0,19.9,Medium,0,0,67,69,1
2026-01-13 22:00:00,588.0,34.0,0.0,0,19.9,Medium,0,0,67,69,1
2026-01-13 22:10:00,579.0,34.0,0.0,0,19.9,Medium,0,0,67,69,1
2026-01-13 22:20:00,572.0,34.0,0.0,0,19.8,Medium,0,0,67,69,1
2026-01-13 22:30:00,563.0,34.0,0.0,0,19.8,Medium,0,0,67,69,1
2026-01-13 22:40:00,553.0,34.0,0.0,0,19.8,Medium,0,0,67,69,1
2026-01-13 22:50:00,545.0,34.5,0.0,0,19.8,Medium,0,0,67,69,1
2026-01-13 23:00:00,535.0,34.5,0.0,0,19.8,Medium,0,0,67,69,1
2026-01-13 23:10:00,522.0,34.5,0.0,0,19.8,Medium,0,0,67,69,1
2026-01-13 23:20:00,510.0,34.5,0.0,0,19.7,Medium,0,0,67,69,1
2026-01-13 23:30:00,506.0,34.5,0.0,0,19.7,Medium,0,0,67,69,1
2026-01-13 23:40:00,501.0,34.5,0.0,0,19.7,Medium,0,0,67,69,0
2026-01-13 23:50:00,500.0,34.5,0.0,0,19.7,Low,0,0,67,69,0
2026-01-14 00:00:00,500.0,34.5,0.0,0,19.7,Low,0,0,67,69,0
2026-01-14 00:10:00,499.0,35.0,0.0,0,19.7,Low,0,0,67,69,0
2026-01-14 00:20:00,498.0,35.0,0.0,0,19.7,Low,0,0,67,69,0
2026-01-14 00:30:00,496.0,35.0,0.0,0,19.7,Low,0,0,67,69,0
2026-01-14 00:40:00,493.0,35.0,0.0,0,19.7,Low,0,0,67,69,0
2026-01-14 00:50:00,490.0,35.0,0.0,0,19.7,Low,0,0,67,69,0
2026-01-14 01:00:00,489.0,35.0,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 01:10:00,489.0,35.0,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 01:20:00,488.0,35.0,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 01:30:00,488.0,35.5,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 01:40:00,487.0,35.5,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 01:50:00,487.0,35.5,0.0,0,19.7,Low,0,0,67,69,0
2026-01-14 02:00:00,487.0,35.5,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 02:10:00,487.0,35.5,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 02:20:00,487.0,35.5,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 02:30:00,487.0,35.5,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 02:40:00,488.0,35.5,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 02:50:00,488.0,35.5,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 03:00:00,488.0,35.5,0.0,0,19.6,Low,0,0,67,69,0
2026-01-14 03:10:00,489.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 03:20:00,488.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 03:30:00,489.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 03:40:00,489.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 03:50:00,489.0,35.5,0.0,0,19.6,Low,0,0,0,0,0
2026-01-14 04:00:00,489.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 04:10:00,489.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 04:20:00,488.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 04:30:00,488.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 04:40:00,488.0,35.5,0.0,0,19.4,Low,0,0,0,0,0
2026-01-14 04:50:00,490.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 05:00:00,489.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 05:10:00,489.0,35.5,0.0,0,19.4,Low,0,0,0,0,0
2026-01-14 05:20:00,489.0,35.5,0.0,0,19.4,Low,0,0,0,0,0
2026-01-14 05:30:00,489.0,35.5,0.0,0,19.4,Low,0,0,0,0,0
2026-01-14 05:40:00,489.0,35.5,0.0,0,19.4,Low,0,0,0,0,0
2026-01-14 05:50:00,489.0,35.5,0.0,0,19.5,Low,0,0,0,0,0
2026-01-14 06:00:00,490.0,35.5,0.0,0,19.4,Low,0,0,0,0,0
2026-01-14 06:10:00,489.0,35.5,0.0,0,19.4,Low,0,0,0,0,0
2026-01-14 06:20:00,489.0,35.5,0.0,0,19.4,Low,0,0,0,0,0
2026-01-14 06:30:00,491.0,35.5,0.0,0,19.4,Low,0,0,0,0,1
2026-01-14 06:40:00,493.0,36.0,0.0,0,19.4,Low,3,2,3,2,0
2026-01-14 06:50:00,502.0,36.5,0.0,0,19.4,Medium,3,3,6,5,0
2026-01-14 07:00:00,511.0,36.5,0.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 07:10:00,521.0,36.5,0.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 07:20:00,526.0,36.5,0.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 07:30:00,528.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 07:40:00,529.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 07:50:00,529.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 08:00:00,529.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 08:10:00,530.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 08:20:00,532.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 08:30:00,535.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 08:40:00,539.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 08:50:00,541.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 09:00:00,545.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 09:10:00,546.0,36.5,1.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 09:20:00,548.0,36.5,2.0,0,19.4,Medium,0,0,6,5,0
2026-01-14 09:30:00,550.0,36.5,2.0,0,19.5,Medium,0,0,6,5,0
2026-01-14 09:40:00,554.0,36.5,2.0,0,19.5,Medium,0,0,6,5,0
2026-01-14 09:50:00,560.0,36.5,2.0,0,19.6,Medium,0,0,6,5,0
2026-01-14 10:00:00,562.0,36.5,2.0,0,19.7,Medium,0,0,6,5,0
2026-01-14 10:10:00,573.0,37.0,2.0,0,19.8,Medium,1,0,7,5,0
2026-01-14 10:20:00,593.0,37.0,2.0,0,19.8,Medium,0,0,7,5,0
2026-01-14 10:30:00,617.0,37.0,2.0,0,19.9,Medium,0,1,7,6,0
2026-01-14 10:40:00,621.0,37.0,2.0,0,19.9,Medium,0,0,7,6,0
2026-01-14 10:50:00,623.0,37.0,1.0,0,20.0,Medium,0,0,7,6,0
2026-01-14 11:00:00,627.0,37.0,1.0,0,20.0,Medium,0,0,7,6,0
2026-01-14 11:10:00,632.0,37.0,1.0,0,19.9,Medium,0,0,7,6,0
2026-01-14 11:20:00,635.0,37.0,1.0,0,19.9,Medium,0,0,7,6,0
2026-01-14 11:30:00,641.0,37.0,1.0,0,19.8,Medium,0,0,7,6,0
2026-01-14 11:40:00,648.0,37.5,1.0,0,19.8,Medium,0,0,7,6,0
2026-01-14 11:50:00,655.0,37.5,1.0,0,19.8,Medium,0,0,7,6,0
2026-01-14 12:00:00,666.0,37.5,1.0,0,19.8,Medium,0,0,7,6,0
2026-01-14 12:10:00,676.0,37.5,1.0,0,19.8,Medium,0,0,7,6,0
2026-01-14 12:20:00,677.0,37.5,1.0,0,19.7,Medium,0,0,7,6,0
2026-01-14 12:30:00,678.0,37.5,1.0,0,19.7,Medium,0,0,7,6,0
2026-01-14 12:40:00,681.0,38.0,1.0,0,19.7,Medium,0,0,7,6,0
2026-01-14 12:50:00,688.0,38.0,1.0,0,19.7,Medium,0,0,7,6,0
2026-01-14 13:00:00,689.0,38.0,1.0,0,19.7,Medium,0,0,7,6,0
2026-01-14 13:10:00,694.0,38.0,1.0,0,19.7,Medium,0,0,7,6,0
2026-01-14 13:20:00,696.0,38.0,1.0,0,19.6,Medium,0,0,7,6,0
2026-01-14 13:30:00,700.0,38.5,1.0,0,19.6,Medium,0,0,7,6,0
2026-01-14 13:40:00,707.0,38.5,1.0,0,19.6,High,0,0,7,6,0
2026-01-14 13:50:00,719.0,38.5,1.0,0,19.7,High,0,0,7,6,0
2026-01-14 14:00:00,729.0,38.5,1.0,0,19.6,High,0,0,7,6,0
2026-01-14 14:10:00,732.0,38.5,1.0,0,19.6,High,0,0,7,6,0
2026-01-14 14:20:00,735.0,38.5,1.0,0,19.6,High,0,0,7,6,0
2026-01-14 14:30:00,732.0,38.5,0.0,0,19.6,High,0,0,7,6,0
2026-01-14 14:40:00,724.0,38.5,0.0,0,19.6,High,0,0,7,6,0
2026-01-14 14:50:00,720.0,38.5,0.0,0,19.6,High,0,0,7,6,0
2026-01-14 15:00:00,718.0,38.5,0.0,0,19.6,High,0,0,7,6,0
2026-01-14 15:10:00,711.0,38.5,0.0,0,19.6,High,0,0,7,6,0
2026-01-14 15:20:00,705.0,38.5,0.0,0,19.6,High,0,0,7,6,0
2026-01-14 15:30:00,701.0,39.0,0.0,0,19.6,High,0,0,7,6,0
2026-01-14 15:40:00,695.0,39.0,0.0,0,19.6,Medium,0,0,7,6,0
2026-01-14 15:50:00,694.0,39.0,0.0,0,19.6,Medium,0,0,7,6,0
2026-01-14 16:00:00,690.0,39.0,0.0,0,19.6,Medium,0,0,7,6,0
2026-01-14 16:10:00,688.0,39.0,0.0,0,19.5,Medium,0,0,7,6,0
2026-01-14 16:20:00,686.0,39.0,0.0,0,19.5,Medium,0,0,7,6,0
2026-01-14 16:30:00,684.0,39.0,0.0,0,19.6,Medium,0,0,7,6,0
2026-01-14 16:40:00,680.0,39.0,2.0,0,19.5,Medium,0,0,7,6,1
2026-01-14 16:50:00,680.0,39.0,2.0,1,19.6,Medium,3,1,10,7,1
2026-01-14 17:00:00,690.0,40.0,2.0,1,19.9,Medium,5,3,15,10,1
2026-01-14 17:10:00,898.0,41.0,2.0,1,20.2,High,12,4,27,14,1
2026-01-14 17:20:00,1036.0,41.5,2.0,0,20.4,High,2,0,29,14,1
2026-01-14 17:30:00,1109.0,42.0,2.0,0,20.5,High,0,0,29,14,1
2026-01-14 17:40:00,1129.0,42.0,2.0,0,20.6,High,0,1,29,15,1
2026-01-14 17:50:00,1173.0,42.5,2.0,1,20.7,High,1,0,30,15,1
2026-01-14 18:00:00,1158.0,42.5,2.0,0,20.8,High,0,0,30,15,1
2026-01-14 18:10:00,1149.0,42.5,2.0,1,20.8,High,0,0,30,15,1
2026-01-14 18:20:00,1146.0,42.5,2.0,0,20.8,High,0,0,30,15,1
2026-01-14 18:30:00,1148.0,42.5,2.0,1,20.9,High,4,5,34,20,1
2026-01-14 18:40:00,1146.0,42.0,2.0,0,20.9,High,1,0,35,20,1
2026-01-14 18:50:00,1146.0,42.0,2.0,1,20.9,High,1,1,36,21,1
2026-01-14 19:00:00,1140.0,42.0,2.0,0,21.0,High,1,1,37,22,1
2026-01-14 19:10:00,1132.0,41.5,0.0,0,20.7,High,3,15,40,37,1
2026-01-14 19:20:00,1057.0,41.5,0.0,0,20.4,High,0,2,40,39,1
2026-01-14 19:30:00,979.0,41.0,0.0,0,20.3,High,0,0,40,39,1
2026-01-14 19:40:00,832.0,40.0,0.0,0,20.2,High,0,0,40,39,1
2026-01-14 19:50:00,732.0,39.5,0.0,0,20.1,High,0,0,40,39,1
2026-01-14 20:00:00,696.0,39.5,0.0,0,20.0,Medium,0,0,40,39,1
2026-01-14 20:10:00,674.0,39.0,0.0,0,20.0,Medium,0,0,40,39,1
2026-01-14 20:20:00,651.0,39.0,0.0,0,19.9,Medium,0,0,40,39,1
2026-01-14 20:30:00,643.0,39.0,0.0,0,19.9,Medium,0,0,40,39,1
2026-01-14 20:40:00,637.0,39.0,0.0,0,19.8,Medium,0,0,40,39,1
2026-01-14 20:50:00,632.0,39.0,0.0,0,19.8,Medium,0,0,40,39,1
2026-01-14 21:00:00,632.0,39.0,0.0,0,19.8,Medium,0,0,40,39,1
2026-01-14 21:10:00,630.0,39.0,0.0,0,19.8,Medium,0,0,40,39,0
2026-01-14 21:20:00,628.0,39.0,0.0,0,19.8,Medium,0,0,40,39,0
2026-01-14 21:30:00,625.0,39.0,0.0,0,19.8,Medium,0,0,40,39,0
2026-01-14 21:40:00,622.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 21:50:00,619.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 22:00:00,618.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 22:10:00,613.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 22:20:00,612.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 22:30:00,612.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 22:40:00,612.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 22:50:00,610.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 23:00:00,607.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 23:10:00,606.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 23:20:00,604.0,39.0,0.0,0,19.7,Medium,0,0,40,39,0
2026-01-14 23:30:00,602.0,39.0,0.0,0,19.6,Medium,0,0,40,39,0
2026-01-14 23:40:00,601.0,39.0,0.0,0,19.6,Medium,0,0,40,39,0
2026-01-14 23:50:00,600.0,39.0,0.0,0,19.6,Medium,0,0,40,39,0
2026-01-15 00:00:00,601.0,39.0,0.0,0,19.6,Medium,0,0,40,39,0
2026-01-15 00:10:00,599.0,39.0,0.0,0,19.6,Medium,0,0,40,39,0
2026-01-15 00:20:00,599.0,39.0,0.0,0,19.6,Medium,0,0,40,39,0
2026-01-15 00:30:00,597.0,39.0,0.0,0,19.6,Medium,0,0,40,39,0
2026-01-15 00:40:00,597.0,39.0,0.0,0,19.6,Medium,0,0,40,39,0
2026-01-15 00:50:00,598.0,39.0,0.0,0,19.6,Medium,0,0,40,39,0
2026-01-15 01:00:00,598.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 01:10:00,598.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 01:20:00,598.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 01:30:00,595.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 01:40:00,595.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 01:50:00,596.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 02:00:00,599.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 02:10:00,601.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 02:20:00,602.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 02:30:00,602.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 02:40:00,601.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 02:50:00,601.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 03:00:00,601.0,39.0,0.0,0,19.5,Medium,0,0,40,39,0
2026-01-15 03:10:00,600.0,39.0,0.0,0,19.5,Medium,0,0,0,0,0
2026-01-15 03:20:00,599.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 03:30:00,599.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 03:40:00,598.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 03:50:00,598.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 04:00:00,595.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 04:10:00,592.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 04:20:00,590.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 04:30:00,590.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 04:40:00,588.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 04:50:00,583.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 05:00:00,582.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 05:10:00,582.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 05:20:00,580.0,39.0,0.0,0,19.3,Medium,0,0,0,0,0
2026-01-15 05:30:00,579.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 05:40:00,578.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 05:50:00,577.0,39.0,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 06:00:00,575.0,39.5,0.0,0,19.3,Medium,0,0,0,0,0
2026-01-15 06:10:00,573.0,39.5,0.0,0,19.4,Medium,0,0,0,0,0
2026-01-15 06:20:00,571.0,39.5,0.0,0,19.3,Medium,0,0,0,0,0
2026-01-15 06:30:00,575.0,39.5,0.0,0,19.3,Medium,1,1,1,1,0
2026-01-15 06:40:00,577.0,39.5,0.0,0,19.3,Medium,0,0,1,1,0
2026-01-15 06:50:00,579.0,39.5,0.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 07:00:00,582.0,39.5,0.0,0,19.3,Medium,0,0,1,1,0
2026-01-15 07:10:00,587.0,39.5,0.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 07:20:00,590.0,39.5,0.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 07:30:00,594.0,39.5,1.0,0,19.3,Medium,0,0,1,1,0
2026-01-15 07:40:00,596.0,39.5,1.0,0,19.3,Medium,0,0,1,1,0
2026-01-15 07:50:00,599.0,39.5,1.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 08:00:00,607.0,39.5,1.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 08:10:00,613.0,40.0,1.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 08:20:00,627.0,40.0,1.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 08:30:00,632.0,40.0,1.0,0,19.3,Medium,0,0,1,1,0
2026-01-15 08:40:00,637.0,40.0,1.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 08:50:00,645.0,40.0,1.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 09:00:00,646.0,40.0,1.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 09:10:00,646.0,40.5,1.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 09:20:00,646.0,40.5,2.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 09:30:00,647.0,40.5,2.0,0,19.4,Medium,0,0,1,1,0
2026-01-15 09:40:00,647.0,40.5,2.0,0,19.5,Medium,0,0,1,1,0
2026-01-15 09:50:00,649.0,40.5,2.0,0,19.6,Medium,0,0,1,1,0
2026-01-15 10:00:00,653.0,41.0,2.0,0,19.7,Medium,1,0,2,1,2
2026-01-15 10:10:00,658.0,42.0,2.0,1,19.7,Medium,1,0,3,1,3
2026-01-15 10:20:00,649.0,42.5,2.0,0,19.8,Medium,2,1,5,2,3
2026-01-15 10:30:00,646.0,43.0,2.0,1,19.9,Medium,2,0,7,2,3
2026-01-15 10:40:00,648.0,43.5,2.0,1,20.0,Medium,1,0,8,2,3
2026-01-15 10:50:00,649.0,43.0,2.0,0,20.1,Medium,1,0,9,2,3
2026-01-15 11:00:00,652.0,43.0,2.0,1,20.1,Medium,0,0,9,2,3
2026-01-15 11:10:00,657.0,43.0,2.0,0,20.1,Medium,1,0,10,2,3
2026-01-15 11:20:00,655.0,43.0,2.0,0,20.1,Medium,0,0,10,2,3
2026-01-15 11:30:00,653.0,43.0,2.0,0,20.1,Medium,0,0,10,2,3
2026-01-15 11:40:00,660.0,43.0,1.0,1,20.1,Medium,0,0,10,2,3
2026-01-15 11:50:00,659.0,42.5,1.0,0,20.0,Medium,1,8,11,10,3
2026-01-15 12:00:00,650.0,42.5,1.0,0,19.9,Medium,0,0,11,10,3
2026-01-15 12:10:00,632.0,43.0,1.0,0,19.8,Medium,0,0,11,10,3
2026-01-15 12:20:00,594.0,43.5,1.0,0,19.8,Medium,0,0,11,10,3
2026-01-15 12:30:00,575.0,44.0,1.0,0,19.8,Medium,0,0,11,10,3
2026-01-15 12:40:00,572.0,44.5,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 12:50:00,575.0,44.5,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 13:00:00,579.0,44.0,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 13:10:00,582.0,43.0,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 13:20:00,586.0,42.5,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 13:30:00,587.0,42.0,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 13:40:00,588.0,42.0,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 13:50:00,587.0,41.5,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 14:00:00,583.0,41.0,0.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 14:10:00,569.0,40.5,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 14:20:00,552.0,40.5,1.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 14:30:00,528.0,40.0,0.0,0,19.6,Medium,0,0,11,10,3
2026-01-15 14:40:00,514.0,40.0,0.0,0,19.6,Medium,0,0,11,10,3
2026-01-15 14:50:00,514.0,40.0,0.0,0,19.7,Medium,0,0,11,10,3
2026-01-15 15:00:00,516.0,40.5,0.0,0,19.6,Medium,0,0,11,10,3
2026-01-15 15:10:00,517.0,40.5,0.0,0,19.6,Medium,0,0,11,10,3
2026-01-15 15:20:00,518.0,41.0,0.0,0,19.6,Medium,0,0,11,10,3
2026-01-15 15:30:00,518.0,41.0,0.0,0,19.6,Medium,0,0,11,10,3
2026-01-15 15:40:00,518.0,41.0,0.0,0,19.6,Medium,0,0,11,10,3
2026-01-15 15:50:00,516.0,41.0,0.0,0,19.6,Medium,0,0,11,10,3
2026-01-15 16:00:00,514.0,41.0,0.0,0,19.6,Medium,0,0,11,10,3
2026-01-15 16:10:00,513.0,41.0,0.0,0,19.5,Medium,0,0,11,10,3
2026-01-15 16:20:00,511.0,41.5,0.0,0,19.5,Medium,0,0,11,10,3
2026-01-15 16:30:00,504.0,41.5,0.0,0,19.5,Medium,0,0,11,10,3
2026-01-15 16:40:00,504.0,42.0,3.0,0,19.5,Medium,0,0,11,10,3
2026-01-15 16:50:00,562.0,43.5,3.0,0,19.8,Medium,2,1,13,11,3
2026-01-15 17:00:00,737.0,44.5,3.0,1,20.2,High,3,0,16,11,3
2026-01-15 17:10:00,848.0,45.5,3.0,1,20.6,High,12,1,28,12,3
2026-01-15 17:20:00,939.0,45.5,2.0,1,20.9,High,3,0,31,12,3
2026-01-15 17:30:00,979.0,46.0,3.0,1,21.1,High,1,0,32,12,3
2026-01-15 17:40:00,983.0,46.0,2.0,1,21.3,High,1,0,33,12,3
2026-01-15 17:50:00,974.0,46.5,2.0,1,21.4,High,0,0,33,12,3
2026-01-15 18:00:00,952.0,46.5,3.0,0,21.2,High,0,8,33,20,3
2026-01-15 18:10:00,879.0,46.5,3.0,1,21.0,High,1,5,34,25,3
2026-01-15 18:20:00,864.0,47.0,3.0,1,21.3,High,10,1,44,26,3
2026-01-15 18:30:00,880.0,47.0,3.0,0,21.4,High,0,0,44,26,3
2026-01-15 18:40:00,882.0,46.0,3.0,0,21.4,High,0,0,44,26,3
2026-01-15 18:50:00,718.0,45.5,3.0,0,20.9,High,1,17,45,43,3
2026-01-15 19:00:00,626.0,45.0,3.0,0,20.7,Medium,0,1,45,44,3
2026-01-15 19:10:00,593.0,44.5,0.0,0,20.5,Medium,0,0,45,44,3
2026-01-15 19:20:00,564.0,44.5,0.0,0,20.3,Medium,0,2,45,46,3
2026-01-15 19:30:00,555.0,44.0,0.0,0,20.2,Medium,0,0,45,46,3
2026-01-15 19:40:00,554.0,44.0,0.0,0,20.2,Medium,0,0,45,46,3
2026-01-15 19:50:00,553.0,43.5,0.0,0,20.1,Medium,0,0,45,46,3
